HHID,PERSONS,income,VEHICL,TAZ,workers,HHT,w_income,w_vot
141160427,2,79174.73568248366,2,7,0,1,1.0,2.225540928492468
141160429,2,190019.3656298626,2,7,1,5,1.0,2.225540928492468
141160430,1,145153.68207105633,0,7,0,6,1.0,2.225540928492468
141160431,3,580230.3134680286,2,7,2,1,1.0,0.4995138982911621
141160433,1,11714.647992414235,0,7,0,6,1.0,0.44932896411722156
141160435,4,177185.33306328545,2,7,2,1,1.0,0.7439863102094392
141160437,4,322027.8240559881,4,7,3,2,1.0,0.9126221254114719
141160440,2,131957.89279739093,1,7,1,5,1.0,2.225540928492468
141160441,2,67749.23280965016,1,7,2,1,1.0,1.3218695156593925
141160502,2,5857.323998453762,2,12,0,1,1.0,1.4562422919850013
141160503,3,183890.7747663988,3,12,2,5,1.0,1.3218695156593925
141160506,2,36948.20998245963,1,12,0,3,1.0,2.225540928492468
141160507,1,118762.1035237255,1,12,1,4,1.0,2.225540928492468
141160508,1,16400.507190278586,0,12,0,6,1.0,0.44932896411722156
141160509,2,290115.1568452913,2,12,1,2,1.0,0.4995138982911621
141160510,1,11714.647992414235,1,12,0,6,1.0,0.44932896411722156
141160511,2,24600.760785417882,1,12,0,1,1.0,0.44932896411722156
141160513,4,348138.1880363063,4,12,2,1,1.0,0.9126221254114719
141160515,1,8200.253595139293,1,12,0,6,1.0,0.44932896411722156
141160516,2,118762.1035237255,2,12,0,1,1.0,2.225540928492468
141160520,1,184741.04991229816,1,12,1,4,1.0,2.225540928492468
141160521,2,211132.6285001202,1,12,0,1,1.0,2.225540928492468
141160522,1,0.0,0,12,0,4,1.0,0.44932896411722156
141160523,1,52783.15711490725,1,12,1,6,1.0,2.225540928492468
141160524,2,371347.4007352664,1,12,2,1,1.0,0.4995138982911621
141160526,2,126679.5770798265,2,12,1,3,1.0,2.225540928492468
141160527,1,52783.15711490725,1,12,1,6,1.0,2.225540928492468
141160529,2,26391.57856757642,1,12,1,1,1.0,2.225540928492468
141160531,2,73896.41996491926,1,12,1,1,1.0,2.225540928492468
141160532,5,266845.3810957293,2,12,1,1,1.0,0.7439863102094392
141160533,1,26391.57856757642,0,12,0,6,1.0,2.225540928492468
141160535,1,52783.15711490725,1,12,0,6,1.0,2.225540928492468
141160537,1,11714.647992414235,1,12,0,4,1.0,0.44932896411722156
141160538,2,16400.507190278586,2,12,0,1,1.0,1.4562422919850013
141160540,5,391655.4617077602,3,12,2,1,1.0,1.2734770921894032
141160541,2,211132.6285001202,2,12,1,1,1.0,2.225540928492468
141160542,1,11714.647992414235,1,12,0,6,1.0,0.44932896411722156
141170101,2,108882.69559489266,2,6,2,1,1.0,1.3218695156593925
141170105,4,135498.46561930032,2,6,2,1,1.0,1.3218695156593925
141170107,6,464184.2508634445,2,6,0,1,1.0,1.2734770921894032
141170108,2,24196.154582829957,3,6,2,1,1.0,1.3218695156593925
141170110,4,371347.4007352664,2,6,2,1,1.0,1.2734770921894032
141170113,2,116141.54195674862,2,6,2,1,1.0,1.3218695156593925
141170114,5,168646.28089311405,2,6,2,1,1.0,0.7439863102094392
141170115,2,169373.08202412538,2,6,2,1,1.0,1.3218695156593925
141170118,2,192658.52348864477,2,6,1,1,1.0,2.225540928492468
141170120,2,371347.4007352664,1,6,1,1,1.0,0.4995138982911621
141170121,4,0.0,1,6,0,5,1.0,0.7439863102094392
141170122,3,58070.770987655036,1,6,1,1,1.0,1.3218695156593925
141170124,2,73896.41996491926,2,6,1,1,1.0,2.225540928492468
141170125,2,23429.29598482847,1,6,0,3,1.0,0.44932896411722156
141170132,4,678869.4668265851,3,6,2,5,1.0,0.9126221254114719
141170133,1,0.0,1,6,0,6,1.0,2.225540928492468
141170136,3,130659.23469902202,3,6,1,1,1.0,1.3218695156593925
141170138,2,126679.5770798265,1,6,1,1,1.0,2.225540928492468
141170141,3,365545.09750488785,3,6,3,5,1.0,0.9126221254114719
141170142,4,153702.93948886835,2,6,0,1,1.0,0.7439863102094392
141170201,2,135498.46561930032,2,18,2,1,1.0,1.3218695156593925
141170205,2,95009.6828149313,1,18,1,3,1.0,2.225540928492468
141170206,3,135498.46561930032,2,18,1,1,1.0,1.3218695156593925
141170208,1,11714.647992414235,1,18,0,6,1.0,0.44932896411722156
141170209,3,96784.61829419696,2,18,2,1,1.0,1.3218695156593925
141170212,2,16400.507190278586,2,18,0,1,1.0,1.4562422919850013
141170214,4,159563.3362092717,4,18,3,1,1.0,0.9126221254114719
141170215,2,261103.64113850676,3,18,2,1,1.0,0.4995138982911621
141170217,2,96784.61829419696,1,18,2,1,1.0,1.3218695156593925
141170218,1,11714.647992414235,1,18,0,6,1.0,0.44932896411722156
141170219,1,11714.647992414235,1,18,0,6,1.0,0.44932896411722156
141170220,3,169373.08202412538,1,18,1,1,1.0,1.3218695156593925
141170222,2,195988.8520299716,2,18,2,1,1.0,1.3218695156593925
141170223,1,11714.647992414235,1,18,1,4,1.0,0.44932896411722156
141170224,4,136624.8350993967,2,18,2,1,1.0,0.7439863102094392
141170226,4,166953.46656398627,3,18,2,1,1.0,1.3218695156593925
141170227,5,213476.30490933597,2,18,1,1,1.0,0.7439863102094392
141170228,2,16400.507190278586,2,18,0,1,1.0,1.4562422919850013
141170233,2,145153.68207105633,2,18,1,3,1.0,2.225540928492468
141170236,3,464184.2508634445,3,18,2,1,1.0,0.4995138982911621
141170237,4,157972.46557395405,2,18,1,1,1.0,0.7439863102094392
141170238,2,28115.15518269282,3,18,1,1,1.0,0.44932896411722156
141170239,2,2342.929598482847,2,18,0,1,1.0,1.4562422919850013
141170301,4,290115.1568452913,2,29,2,1,1.0,1.2734770921894032
141170303,2,105566.3142298145,2,29,0,1,1.0,2.225540928492468
141170304,3,345237.03653239406,3,29,2,1,1.0,0.4995138982911621
141170307,1,8200.253595139293,1,29,0,4,1.0,0.44932896411722156
141170309,5,222015.3570795074,2,29,1,1,1.0,0.7439863102094392
141170310,2,10556.631422981449,2,29,1,2,1.0,2.225540928492468
141170312,3,266905.9441463312,3,29,3,1,1.0,0.9126221254114719
141170314,2,307522.06609131873,2,29,1,1,1.0,0.4995138982911621
141170316,3,21086.366388142942,3,29,1,1,1.0,0.44932896411722156
141170318,2,8200.253595139293,1,29,0,1,1.0,1.4562422919850013
141170319,5,76851.46974443417,2,29,2,1,1.0,0.7439863102094392
141170320,2,319126.67232952174,1,29,2,1,1.0,0.4995138982911621
141170321,3,217765.39122690816,2,29,2,1,1.0,1.3218695156593925
141170322,4,147298.6503366754,2,28,2,1,1.0,0.7439863102094392
141170324,3,382952.0069734694,3,28,2,5,1.0,0.4995138982911621
141170325,2,449678.49289877515,2,28,2,1,1.0,0.4995138982911621
141170328,4,406161.2194498754,2,28,2,1,1.0,1.2734770921894032
141170330,5,58573.23998453763,3,28,2,1,1.0,1.4562422919850013
141170333,3,67749.23280965016,3,28,2,1,1.0,1.3218695156593925
141170334,3,26391.57856757642,1,28,0,5,1.0,2.225540928492468
141170336,2,32801.01438055717,2,28,1,1,1.0,1.4562422919850013
141170338,2,11714.647992414235,1,28,1,1,1.0,1.4562422919850013
141170341,1,21086.366388142942,1,28,0,4,1.0,0.44932896411722156
141170342,2,17571.971990867998,2,28,1,3,1.0,0.44932896411722156
141170401,3,166953.46656398627,4,17,2,2,1.0,1.3218695156593925
141170405,3,16400.507190278586,2,17,0,1,1.0,0.44932896411722156
141170407,4,55058.84557378282,2,17,1,1,1.0,1.4562422919850013
141170409,2,261103.64113850676,1,17,2,1,1.0,0.4995138982911621
141170410,2,133078.85015916117,1,17,2,1,1.0,1.3218695156593925
141170414,2,406161.2194498754,1,17,2,1,1.0,0.4995138982911621
141170422,2,8200.253595139293,1,17,0,1,1.0,1.4562422919850013
141170423,1,11714.647992414235,1,17,1,6,1.0,0.44932896411722156
141170425,4,149433.41338740638,2,17,1,1,1.0,0.7439863102094392
141170431,2,362643.9460009757,2,17,2,1,1.0,0.4995138982911621
141170432,4,307522.06609131873,2,17,2,1,1.0,1.2734770921894032
141170433,2,290115.1568452913,2,17,2,1,1.0,0.4995138982911621
141170434,1,8200.253595139293,1,17,0,6,1.0,0.44932896411722156
141170435,2,32801.01438055717,2,17,0,1,1.0,1.4562422919850013
141170436,2,184741.04991229816,3,17,1,1,1.0,2.225540928492468
141170437,4,319126.67232952174,2,17,2,1,1.0,1.2734770921894032
141170440,2,184741.04991229816,3,17,1,3,1.0,2.225540928492468
141170503,2,147792.83992983852,2,4,1,5,1.0,2.225540928492468
141170505,3,213476.30490933597,1,4,0,5,1.0,0.7439863102094392
141170507,2,118762.1035237255,2,4,1,5,1.0,2.225540928492468
141170509,2,16400.507190278586,2,4,0,1,1.0,1.4562422919850013
141170510,5,51234.31316841487,2,4,1,1,1.0,0.7439863102094392
141170511,3,32215.28198026247,2,4,1,5,1.0,0.44932896411722156
141170513,4,105566.3142298145,2,4,0,2,1.0,2.225540928492468
141170517,2,301719.7630834943,2,4,1,1,1.0,0.4995138982911621
141170519,4,119546.7307099251,2,4,1,1,1.0,0.7439863102094392
141170523,2,118762.1035237255,3,4,1,1,1.0,2.225540928492468
141170527,1,21086.366388142942,1,4,0,4,1.0,0.44932896411722156
141170528,1,8200.253595139293,1,4,0,4,1.0,0.44932896411722156
141170530,4,76851.46974443417,0,4,0,5,1.0,0.7439863102094392
141170531,2,38072.60597871624,2,4,1,5,1.0,0.44932896411722156
141170532,2,169373.08202412538,2,4,2,1,1.0,1.3218695156593925
141170536,2,52783.15711490725,1,4,0,1,1.0,2.225540928492468
141170537,4,76851.46974443417,3,4,2,1,1.0,0.7439863102094392
141170541,6,170781.04389471625,3,4,1,1,1.0,0.7439863102094392
141170542,2,63339.78855003605,1,4,1,3,1.0,2.225540928492468
141180104,4,166953.46656398627,5,15,2,1,1.0,1.3218695156593925
141180105,6,942874.2594690041,5,15,6,1,1.0,0.9126221254114719
141180107,4,192128.67440202608,3,15,2,1,1.0,0.7439863102094392
141180108,3,580230.3134680286,3,15,3,1,1.0,0.9126221254114719
141180110,6,194263.43740362828,4,15,1,1,1.0,0.7439863102094392
141180112,2,580230.3134680286,2,15,2,1,1.0,0.4995138982911621
141180113,4,432271.58365274774,3,15,2,1,1.0,1.2734770921894032
141180121,4,85390.52193098185,3,15,1,1,1.0,0.7439863102094392
141180122,3,333632.43029419106,2,32,1,1,1.0,0.4995138982911621
141180123,3,133078.85015916117,2,32,1,1,1.0,1.3218695156593925
141180124,1,118762.1035237255,1,32,1,4,1.0,2.225540928492468
141180125,7,554119.9494877104,5,32,3,1,1.0,1.2734770921894032
141180126,4,406161.2194498754,4,32,2,1,1.0,0.9126221254114719
141180129,2,52715.91598159057,2,32,0,1,1.0,1.4562422919850013
141180130,4,125951.01986211806,2,32,2,1,1.0,0.7439863102094392
141180131,3,59773.36535496255,1,32,1,5,1.0,0.7439863102094392
141180133,4,155837.70253959933,4,32,2,1,1.0,0.7439863102094392
141180134,2,52715.91598159057,2,32,0,1,1.0,1.4562422919850013
141180135,3,179051.5438461205,3,32,2,1,1.0,1.3218695156593925
141180141,1,95009.6828149313,3,32,1,4,1.0,2.225540928492468
141180142,1,10556.631422981449,0,32,0,6,1.0,2.225540928492468
141180201,2,32801.01438055717,2,28,0,1,1.0,1.4562422919850013
141180203,1,52783.15711490725,1,28,1,6,1.0,2.225540928492468
141180204,1,8200.253595139293,0,28,0,6,1.0,0.44932896411722156
141180205,4,166953.46656398627,2,28,2,5,1.0,1.3218695156593925
141180207,3,580230.3134680286,2,28,2,1,1.0,0.4995138982911621
141180208,2,449678.49289877515,2,28,1,3,1.0,0.4995138982911621
141180210,1,8200.253595139293,1,28,0,6,1.0,0.44932896411722156
141180211,3,333632.43029419106,2,28,2,1,1.0,0.4995138982911621
141180212,2,118762.1035237255,2,28,1,2,1.0,2.225540928492468
141180213,4,169373.08202412538,2,28,2,1,1.0,1.3218695156593925
141180217,2,28115.15518269282,1,28,0,1,1.0,1.4562422919850013
141180219,3,438073.8866605722,2,28,0,5,1.0,0.4995138982911621
141180222,4,220185.006631363,2,28,1,1,1.0,1.3218695156593925
141180223,2,32801.01438055717,2,28,0,1,1.0,1.4562422919850013
141180224,2,449678.49289877515,2,28,2,1,1.0,0.4995138982911621
141180225,1,5857.323998453762,0,28,0,6,1.0,0.44932896411722156
141180226,2,264004.792642419,3,28,2,1,1.0,0.4995138982911621
141180228,1,263915.7856757642,1,28,1,4,1.0,2.225540928492468
141180229,3,217765.39122690816,2,28,2,1,1.0,1.3218695156593925
141180230,2,16400.507190278586,2,28,0,1,1.0,1.4562422919850013
141180231,4,157972.46557395405,1,28,0,1,1.0,0.7439863102094392
141180235,1,16400.507190278586,1,28,0,6,1.0,0.44932896411722156
141180236,2,16400.507190278586,1,28,0,1,1.0,1.4562422919850013
141180239,1,118762.1035237255,1,28,1,4,1.0,2.225540928492468
141180240,3,133078.85015916117,1,28,1,1,1.0,1.3218695156593925
141180242,2,200828.08302449563,1,28,2,5,1.0,1.3218695156593925
141180307,1,8200.253595139293,1,7,0,4,1.0,0.44932896411722156
141180308,1,11714.647992414235,0,7,0,4,1.0,0.44932896411722156
141180329,1,145153.68207105633,0,1,0,6,1.0,2.225540928492468
141180334,3,48392.30914709848,1,1,1,1,1.0,1.3218695156593925
141180339,1,73896.41996491926,0,1,1,6,1.0,2.225540928492468
141180401,2,192658.52348864477,2,13,1,2,1.0,2.225540928492468
141180402,4,301719.7630834943,2,13,2,1,1.0,1.2734770921894032
141180405,4,406161.2194498754,2,13,2,1,1.0,1.2734770921894032
141180406,2,213771.78629816556,2,13,1,1,1.0,2.225540928492468
141180407,2,333632.43029419106,2,13,2,1,1.0,0.4995138982911621
141180411,2,237524.2070879422,2,13,1,5,1.0,2.225540928492468
141180412,1,118762.1035237255,1,13,1,6,1.0,2.225540928492468
141180420,2,493195.766570229,2,13,2,1,1.0,0.4995138982911621
141180502,4,359742.7942745093,4,12,2,1,1.0,1.2734770921894032
141180509,6,388754.3099812938,4,12,3,1,1.0,0.9126221254114719
141180511,1,118762.1035237255,1,12,1,6,1.0,2.225540928492468
141180512,3,195988.8520299716,2,12,1,1,1.0,1.3218695156593925
141180513,1,184741.04991229816,3,12,1,4,1.0,2.225540928492468
141180515,2,174212.31294440367,2,12,2,1,1.0,1.3218695156593925
141180516,1,36948.20998245963,1,12,0,6,1.0,2.225540928492468
141180518,4,316225.52082560956,4,12,4,1,1.0,0.9126221254114719
141180520,4,175050.56989792062,2,12,0,1,1.0,0.7439863102094392
141180522,5,213476.30490933597,2,30,1,1,1.0,0.7439863102094392
141180523,1,118762.1035237255,0,30,0,4,1.0,2.225540928492468
141180528,2,211132.6285001202,1,30,1,1,1.0,2.225540928492468
141180529,2,48392.30914709848,2,30,2,1,1.0,1.3218695156593925
141180531,3,96784.61829419696,1,30,1,1,1.0,1.3218695156593925
141180533,3,362643.9460009757,1,30,2,1,1.0,0.4995138982911621
141180534,3,154855.389281852,1,30,2,1,1.0,1.3218695156593925
141180535,2,169373.08202412538,1,30,2,1,1.0,1.3218695156593925
141180536,2,195988.8520299716,2,30,2,1,1.0,1.3218695156593925
141180538,3,319126.67232952174,2,30,2,1,1.0,0.4995138982911621
141180539,3,249499.03490030378,2,30,3,1,1.0,0.9126221254114719
141190101,1,11714.647992414235,1,24,0,4,1.0,0.44932896411722156
141190102,4,177185.33306328545,3,24,2,1,1.0,0.7439863102094392
141190103,2,58573.23998453763,1,24,0,1,1.0,1.4562422919850013
141190105,2,32801.01438055717,2,24,0,1,1.0,0.44932896411722156
141190107,2,22257.83118873235,4,24,0,1,1.0,1.4562422919850013
141190108,3,213476.30490933597,1,24,1,3,1.0,0.7439863102094392
141190112,4,493195.766570229,2,24,1,1,1.0,1.2734770921894032
141190118,3,183890.7747663988,3,24,1,1,1.0,1.3218695156593925
141190119,1,5857.323998453762,1,24,0,6,1.0,0.44932896411722156
141190120,2,67749.23280965016,2,24,2,1,1.0,1.3218695156593925
141190121,4,234823.93525288315,2,24,1,1,1.0,0.7439863102094392
141190122,1,58573.23998453763,1,24,0,6,1.0,0.44932896411722156
141190123,2,28115.15518269282,2,24,2,1,1.0,1.4562422919850013
141190124,3,359742.7942745093,4,24,3,1,1.0,0.9126221254114719
141190125,2,493195.766570229,3,24,2,1,1.0,0.4995138982911621
141190126,5,516404.979046635,3,24,0,5,1.0,1.2734770921894032
141190129,2,8200.253595139293,2,24,1,3,1.0,0.44932896411722156
141190130,2,52715.91598159057,2,24,1,1,1.0,1.4562422919850013
141190131,6,609241.8291748131,2,24,3,1,1.0,1.2734770921894032
141190132,3,59158.97237135246,0,24,0,1,1.0,0.44932896411722156
141190133,6,200667.7265721975,3,24,1,1,1.0,0.7439863102094392
141190134,3,58070.770987655036,3,24,1,5,1.0,1.3218695156593925
141190135,2,105566.3142298145,2,24,0,1,1.0,2.225540928492468
141190136,5,136624.8350993967,5,24,2,1,1.0,0.7439863102094392
141190139,2,145153.68207105633,2,24,1,1,1.0,2.225540928492468
141190140,2,23429.29598482847,2,24,0,1,1.0,1.4562422919850013
141190202,4,213476.30490933597,1,9,1,1,1.0,0.7439863102094392
141190203,4,443876.18989095074,4,9,3,1,1.0,0.9126221254114719
141190204,1,118762.1035237255,0,9,1,6,1.0,2.225540928492468
141190205,4,72581.9436429722,1,9,0,1,1.0,0.7439863102094392
141190206,3,176631.92840454282,2,9,1,5,1.0,1.3218695156593925
141190208,3,203247.69842895048,2,9,2,3,1.0,1.3218695156593925
141190210,5,14057.577593593056,3,9,1,1,1.0,1.4562422919850013
141190212,2,32801.01438055717,1,9,0,1,1.0,1.4562422919850013
141190214,2,57401.77516597506,3,9,0,1,1.0,1.4562422919850013
141190215,2,18743.436786964117,2,9,0,1,1.0,1.4562422919850013
141190217,3,406161.2194498754,3,9,2,1,1.0,0.4995138982911621
141190219,2,261103.64113850676,4,9,2,1,1.0,0.4995138982911621
141190220,4,57987.50755278989,1,9,2,5,1.0,1.4562422919850013
141190224,3,145176.92744129544,2,9,3,5,1.0,1.3218695156593925
141190225,2,371347.4007352664,2,9,2,1,1.0,0.4995138982911621
141190232,1,11714.647992414235,0,9,0,6,1.0,0.44932896411722156
141190233,4,580230.3134680286,2,9,2,1,1.0,1.2734770921894032
141190234,1,145153.68207105633,1,9,1,4,1.0,2.225540928492468
141190236,1,11714.647992414235,1,9,0,4,1.0,0.44932896411722156
141190237,2,8200.253595139293,1,9,1,5,1.0,0.44932896411722156
141190239,2,29286.619983282235,2,9,1,5,1.0,0.44932896411722156
141190240,3,70287.88794549882,3,9,1,1,1.0,1.4562422919850013
141190402,2,19914.901587553526,2,13,0,2,1.0,0.44932896411722156
141190404,2,8200.253595139293,1,13,0,1,1.0,1.4562422919850013
141190405,2,261103.64113850676,2,13,2,1,1.0,0.4995138982911621
141190406,5,230554.40924967878,2,13,1,1,1.0,0.7439863102094392
141190408,1,95009.6828149313,1,13,1,6,1.0,2.225540928492468
141190409,1,11714.647992414235,1,13,0,6,1.0,0.44932896411722156
141190412,1,118762.1035237255,1,13,1,6,1.0,2.225540928492468
141190415,2,26391.57856757642,1,13,0,1,1.0,2.225540928492468
141190417,6,234823.93525288315,1,13,1,1,1.0,0.7439863102094392
141190420,2,319126.67232952174,2,13,2,5,1.0,0.4995138982911621
141190421,1,52783.15711490725,1,13,0,6,1.0,2.225540928492468
141190422,2,29286.619983282235,1,13,0,1,1.0,1.4562422919850013
141190423,1,118762.1035237255,1,13,0,6,1.0,2.225540928492468
141190424,4,177185.33306328545,1,13,1,3,1.0,0.7439863102094392
141190426,4,102468.62632045348,2,13,2,1,1.0,0.7439863102094392
141190428,4,493195.766570229,2,13,1,1,1.0,1.2734770921894032
141190430,7,626648.7386433946,3,13,3,1,1.0,1.2734770921894032
141190438,1,0.0,1,13,0,6,1.0,0.44932896411722156
141190504,1,11714.647992414235,1,30,0,4,1.0,0.44932896411722156
141190517,1,118762.1035237255,1,30,1,4,1.0,2.225540928492468
141190519,2,319126.67232952174,2,30,1,1,1.0,0.4995138982911621
141190523,2,406161.2194498754,2,30,2,1,1.0,0.4995138982911621
141190525,2,362643.9460009757,2,30,2,1,1.0,0.4995138982911621
141190527,3,220185.006631363,3,30,2,1,1.0,1.3218695156593925
141190528,2,133078.85015916117,3,30,2,1,1.0,1.3218695156593925
141190530,2,319126.67232952174,2,30,2,1,1.0,0.4995138982911621
141190534,2,11714.647992414235,1,30,0,5,1.0,0.44932896411722156
141190537,4,351039.33976277267,3,30,2,1,1.0,0.9126221254114719
141190539,3,91945.38739248012,3,30,3,1,1.0,1.3218695156593925
141190540,4,51234.31316841487,2,30,0,1,1.0,0.7439863102094392
141190541,4,362643.9460009757,2,30,2,1,1.0,0.9126221254114719
141190542,2,105566.3142298145,2,30,1,5,1.0,2.225540928492468
141200201,4,234823.93525288315,1,9,1,1,1.0,0.7439863102094392
141200203,4,307522.06609131873,2,9,2,1,1.0,1.2734770921894032
141200204,2,261103.64113850676,3,9,2,1,1.0,0.4995138982911621
141200206,6,213476.30490933597,1,9,1,1,1.0,0.7439863102094392
141200207,4,98199.1002189915,5,9,0,1,1.0,0.7439863102094392
141200210,2,284312.8536149128,2,9,2,1,1.0,0.4995138982911621
141200212,2,17571.971990867998,1,9,0,1,1.0,1.4562422919850013
141200213,2,96784.61829419696,2,9,2,1,1.0,1.3218695156593925
141200214,3,217765.39122690816,2,9,2,1,1.0,1.3218695156593925
141200215,2,362643.9460009757,3,9,2,1,1.0,0.4995138982911621
141200217,4,362643.9460009757,1,9,2,1,1.0,1.2734770921894032
141200219,2,29286.619983282235,2,9,0,1,1.0,1.4562422919850013
141200221,4,76851.46974443417,1,9,1,1,1.0,0.7439863102094392
141200223,1,263915.7856757642,1,9,1,6,1.0,2.225540928492468
141200225,3,0.0,0,9,0,5,1.0,2.225540928492468
141200226,4,213476.30490933597,1,9,1,1,1.0,0.7439863102094392
141200230,2,493195.766570229,2,9,2,1,1.0,0.4995138982911621
141200231,1,95009.6828149313,1,9,1,6,1.0,2.225540928492468
141200232,2,449678.49289877515,2,9,0,1,1.0,0.4995138982911621
141200233,3,169373.08202412538,3,9,3,1,1.0,1.3218695156593925
141200234,2,17571.971990867998,1,9,0,1,1.0,1.4562422919850013
141200236,4,172915.80689631842,1,9,2,1,1.0,0.7439863102094392
141200238,2,16400.507190278586,1,9,0,5,1.0,0.44932896411722156
141200241,4,215345.77563683898,3,9,1,1,1.0,1.3218695156593925
141200303,2,155710.31350618514,1,28,1,1,1.0,2.225540928492468
141200305,2,0.0,1,28,0,5,1.0,2.225540928492468
141200307,1,10556.631422981449,0,28,0,4,1.0,2.225540928492468
141200314,2,184741.04991229816,1,28,1,5,1.0,2.225540928492468
141200318,1,0.0,0,28,0,4,1.0,2.225540928492468
141200319,1,10556.631422981449,1,28,0,4,1.0,2.225540928492468
141200320,2,11714.647992414235,1,28,0,1,1.0,1.4562422919850013
141200321,2,21113.262850012015,0,28,0,5,1.0,2.225540928492468
141200322,2,261103.64113850676,2,28,2,1,1.0,0.4995138982911621
141200323,3,406161.2194498754,3,28,2,1,1.0,0.4995138982911621
141200324,4,362643.9460009757,2,28,2,1,1.0,1.2734770921894032
141200325,2,284312.8536149128,3,28,2,1,1.0,0.4995138982911621
141200326,3,133078.85015916117,3,28,2,1,1.0,1.3218695156593925
141200328,5,153702.93948886835,2,28,2,1,1.0,0.7439863102094392
141200331,3,157275.00474199114,2,28,2,1,1.0,1.3218695156593925
141200332,4,307522.06609131873,1,28,2,1,1.0,1.2734770921894032
141200335,3,12886.112793003645,2,28,0,1,1.0,0.44932896411722156
141200336,5,301719.7630834943,3,28,3,1,1.0,0.9126221254114719
141200337,2,49201.521570835765,1,28,0,1,1.0,1.4562422919850013
141200338,4,348138.1880363063,2,28,2,1,1.0,1.2734770921894032
141200339,5,348138.1880363063,4,28,3,1,1.0,0.9126221254114719
141200341,3,261103.64113850676,2,28,3,3,1.0,0.9126221254114719
141200401,2,11714.647992414235,2,12,1,1,1.0,0.44932896411722156
141200404,4,446777.3413948629,4,12,4,1,1.0,0.9126221254114719
141200405,2,406161.2194498754,0,12,2,1,1.0,0.4995138982911621
141200408,1,16400.507190278586,1,12,0,6,1.0,0.44932896411722156
141200410,4,157275.00474199114,2,12,2,1,1.0,1.3218695156593925
141200411,4,67749.23280965016,4,12,3,1,1.0,1.3218695156593925
141200412,6,157972.46557395405,1,12,1,1,1.0,0.7439863102094392
141200413,4,200179.45815425925,3,12,3,1,1.0,0.9126221254114719
141200417,4,194263.43740362828,2,12,2,1,1.0,0.7439863102094392
141200418,1,5857.323998453762,0,12,0,6,1.0,0.44932896411722156
141200421,4,420666.9771919906,3,12,2,1,1.0,1.2734770921894032
141200422,3,461283.09913697816,2,12,2,1,1.0,0.4995138982911621
141200423,2,406161.2194498754,1,12,2,1,1.0,0.4995138982911621
141200425,2,36948.20998245963,1,12,0,5,1.0,2.225540928492468
141200430,2,36948.20998245963,2,12,1,1,1.0,2.225540928492468
141200432,4,493195.766570229,0,12,0,5,1.0,1.2734770921894032
141200501,1,52783.15711490725,1,4,0,6,1.0,2.225540928492468
141200502,2,16400.507190278586,1,4,0,1,1.0,1.4562422919850013
141200503,4,429370.43192628137,0,4,0,5,1.0,0.4995138982911621
141200512,3,580230.3134680286,2,4,0,5,1.0,0.4995138982911621
141200517,2,73896.41996491926,2,4,0,1,1.0,2.225540928492468
141200518,2,11714.647992414235,1,4,0,1,1.0,1.4562422919850013
141200524,3,11714.647992414235,2,4,1,1,1.0,0.44932896411722156
141200525,1,263915.7856757642,1,4,1,4,1.0,2.225540928492468
141200527,4,119546.7307099251,2,4,1,1,1.0,0.7439863102094392
141200528,3,67749.23280965016,2,4,2,5,1.0,1.3218695156593925
141200529,4,42695.260965490925,1,4,0,1,1.0,0.7439863102094392
141200530,2,290115.1568452913,2,4,2,2,1.0,0.4995138982911621
141200533,1,26391.57856757642,0,4,0,6,1.0,2.225540928492468
141200536,2,40415.535575401766,0,4,0,1,1.0,1.4562422919850013
141200537,4,59773.36535496255,2,4,1,1,1.0,0.7439863102094392
141200538,3,449678.49289877515,1,4,0,5,1.0,1.2734770921894032
141200540,2,290115.1568452913,1,4,1,5,1.0,0.4995138982911621
141200542,2,11714.647992414235,1,4,0,1,1.0,0.44932896411722156
141210101,3,580230.3134680286,1,14,1,1,1.0,0.4995138982911621
141210102,2,73896.41996491926,1,14,0,3,1.0,2.225540928492468
141210103,1,263915.7856757642,1,14,1,4,1.0,2.225540928492468
141210104,2,67749.23280965016,5,14,2,1,1.0,1.3218695156593925
141210105,1,184741.04991229816,1,14,1,6,1.0,2.225540928492468
141210108,4,138759.5981501277,2,14,2,1,1.0,0.7439863102094392
141210110,4,125951.01986211806,2,14,2,1,1.0,0.7439863102094392
141210111,3,227443.85303034188,2,14,1,1,1.0,1.3218695156593925
141210115,4,85390.52193098185,2,14,2,1,1.0,0.7439863102094392
141210116,2,105566.3142298145,2,14,0,5,1.0,2.225540928492468
141210117,3,394556.61321167235,2,14,1,1,1.0,0.4995138982911621
141210119,1,95009.6828149313,1,14,1,6,1.0,2.225540928492468
141210121,2,319126.67232952174,2,14,2,1,1.0,0.4995138982911621
141210122,4,192128.67440202608,2,14,2,1,1.0,0.7439863102094392
141210124,4,406161.2194498754,1,14,1,1,1.0,1.2734770921894032
141210125,2,16400.507190278586,2,14,0,1,1.0,1.4562422919850013
141210127,1,145153.68207105633,1,14,1,6,1.0,2.225540928492468
141210128,1,2342.929598482847,0,14,0,6,1.0,0.44932896411722156
141210134,1,95009.6828149313,1,14,1,6,1.0,2.225540928492468
141210139,3,116141.54195674862,2,14,1,1,1.0,1.3218695156593925
141210301,3,333632.43029419106,2,16,2,1,1.0,0.4995138982911621
141210302,1,16400.507190278586,1,16,0,6,1.0,0.44932896411722156
